"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Franklin De La Paz","Dodgers","0","0","6.46","0","1","0","1.0","1","1","0","1","1","2.04","5.01","8.29","7.03","0.0","0.0","999.0","sa3002811"
"Jake Sims","Padres","0","0","6.87","0","1","0","1.0","1","1","0","1","1","2.08","6.29","8.92","7.11","0.0","0.0","999.0","sa3007895"
"Fausto Segura","Nationals","0","0","7.20","0","1","0","1.0","1","1","0","1","1","2.11","5.46","8.81","7.42","0.0","0.0","999.0","sa3005036"
"Juan Gamez","Cubs","0","0","7.30","0","1","0","1.0","1","1","0","0","1","2.17","4.39","8.71","7.45","0.0","0.0","999.0","sa918731"
"Heitor Tokar","Astros","0","0","7.16","0","1","0","1.0","1","1","0","1","1","1.99","4.70","7.13","7.27","0.0","0.0","999.0","sa3005683"
"Ivan Fortunato","","0","0","7.16","0","1","0","1.0","1","1","0","1","1","2.01","5.35","7.62","7.31","0.0","0.0","999.0","sa917594"
"Austin Anderson","","0","0","7.16","0","1","0","1.0","1","1","0","1","1","2.02","5.56","7.81","7.31","0.0","0.0","999.0","sa3007722"
"Yeyson Velez","","0","0","7.20","0","1","0","1.0","1","1","0","1","1","2.08","4.61","7.98","7.32","0.0","0.0","999.0","sa3008405"
"Cristhopher Marte","","0","0","7.11","0","1","0","1.0","1","1","0","1","1","2.05","4.80","7.90","7.32","0.0","0.0","999.0","sa3002802"
"Andy Rohloff","","0","0","7.21","0","1","0","1.0","1","1","0","1","1","2.03","5.63","7.91","7.33","0.0","0.0","999.0","sa3004677"
"Joel Pinto","Brewers","0","0","7.20","0","1","0","1.0","1","1","0","0","1","2.10","4.35","8.05","7.35","0.0","0.0","999.0","sa875901"
"Raidel Orta","","0","0","7.21","0","1","0","1.0","1","1","0","1","1","2.00","4.94","7.30","7.33","0.0","0.0","999.0","sa3006818"
"Osiris German","Twins","0","0","7.39","0","1","0","1.0","1","1","0","1","1","2.09","5.30","8.23","7.48","0.0","0.0","999.0","sa3003046"
"Enmanuel Marcano","Dodgers","0","0","6.75","0","1","0","1.0","1","1","0","1","1","1.97","4.98","7.41","7.08","0.0","0.0","999.0","sa919030"
"Carlos Sanchez","","0","0","7.18","0","1","0","1.0","1","1","0","1","1","2.00","5.22","7.46","7.34","0.0","0.0","999.0","sa917794"
"Carlos Paula","Cubs","0","0","7.21","0","1","0","1.0","1","1","0","1","1","2.07","4.69","8.08","7.36","0.0","0.0","999.0","sa3003098"
"Leandro Mendez","","0","0","7.23","0","1","0","1.0","1","1","0","0","1","2.05","3.91","7.48","7.35","0.0","0.0","999.0","sa3002994"
"Adrian Martinez","","0","0","7.22","0","1","0","1.0","1","1","0","1","1","2.04","5.39","7.91","7.36","0.0","0.0","999.0","sa917158"
"Michael Montero","","0","0","7.46","0","1","0","1.0","1","1","0","1","1","2.05","4.84","7.59","7.51","0.0","0.0","999.0","sa3002610"
"Malik Jones","","0","0","7.25","0","1","0","1.0","1","1","0","1","1","2.06","4.96","7.94","7.36","0.0","0.0","999.0","sa3004480"
"Carlos De Avila","Dodgers","0","0","6.84","0","1","0","1.0","1","1","0","0","1","1.95","4.43","6.94","7.11","0.0","0.0","999.0","sa3005895"
"Austin Briggs","Athletics","0","0","6.90","0","1","0","1.0","1","1","0","1","1","2.09","4.87","8.52","7.28","0.0","0.0","999.0","sa3007261"
"Diego Blanco","","0","0","7.86","0","1","0","1.0","1","1","0","1","1","2.20","4.85","8.95","7.79","0.0","0.0","999.0","sa3003038"
"Nelfri Contreras","Dodgers","0","0","6.60","0","1","0","1.0","1","1","0","1","1","2.07","4.73","8.34","7.11","0.0","0.0","999.0","sa3002809"
"Starlin Cordero","","0","0","7.18","0","1","0","1.0","1","1","0","1","1","2.11","6.15","8.98","7.37","0.0","0.0","999.0","sa874250"
"Fernando Calderon","","0","0","7.20","0","1","0","1.0","1","1","0","0","1","2.08","4.48","7.95","7.37","0.0","0.0","999.0","sa919971"
"Jorge Alcala","Twins","0","0","5.02","0","7","0","7.0","7","4","1","6","3","1.45","8.08","3.95","5.16","0.0","0.0","999.0","19459"
"Elias Herrera","","0","0","7.22","0","1","0","1.0","1","1","0","1","1","2.04","5.07","7.75","7.37","0.0","0.0","999.0","sa3003089"
"Boris Sanchez","","0","0","7.24","0","1","0","1.0","1","1","0","1","1","2.05","5.14","7.90","7.37","0.0","0.0","999.0","sa873182"
"Enrique Castillo","Rockies","0","0","7.88","0","1","0","1.0","1","1","0","1","1","2.21","4.75","8.97","7.80","0.0","0.0","999.0","sa3004795"
"Wanly Perez","Royals","0","0","7.29","0","1","0","1.0","1","1","0","1","1","2.07","4.55","8.04","7.38","0.0","0.0","999.0","sa3006396"
"Michael Messier","","0","0","7.07","0","1","0","1.0","1","1","0","1","1","2.10","5.23","8.55","7.38","0.0","0.0","999.0","sa918380"
"Tanner Myatt","Yankees","0","0","7.45","0","1","0","1.0","1","1","0","1","1","2.08","6.07","8.51","7.66","0.0","0.0","999.0","sa3007719"
"Wily Peralta","","0","0","5.08","0","9","0","9.0","10","5","2","8","4","1.53","7.37","4.11","5.17","0.0","-0.1","999.0","7738"
"Miguel Ramirez","","0","0","7.21","0","1","0","1.0","1","1","0","1","1","2.05","4.97","7.91","7.39","0.0","0.0","999.0","sa917500"
"Maximo Cortes","Tigers","0","0","7.53","0","1","0","1.0","1","1","0","0","1","2.14","4.48","8.32","7.59","0.0","0.0","999.0","sa3002963"
"Jack Maynard","","0","0","7.22","0","1","0","1.0","1","1","0","1","1","2.08","4.91","8.17","7.39","0.0","0.0","999.0","sa3007224"
"Jose Marcano","","0","0","7.05","0","1","0","1.0","1","1","0","1","1","2.12","4.97","8.63","7.39","0.0","0.0","999.0","sa3003047"
"Alex Mejias","Yankees","0","0","7.52","0","1","0","1.0","1","1","0","1","1","1.97","4.79","6.64","7.67","0.0","0.0","999.0","sa917876"
"Antonio Pujols","","0","0","7.02","0","1","0","1.0","1","1","0","1","1","2.10","5.69","8.87","7.39","0.0","0.0","999.0","sa3002929"
"Miguel Hernandez","","0","0","7.29","0","1","0","1.0","1","1","0","1","1","2.05","4.59","7.58","7.40","0.0","0.0","999.0","sa873180"
"Jhonny Valdez","Diamondbacks","0","0","7.15","0","1","0","1.0","1","1","0","1","1","2.08","4.89","8.21","7.27","0.0","0.0","999.0","sa917393"
"Fernando Gallegos","","0","0","7.39","0","1","0","1.0","1","1","0","1","1","2.07","5.57","8.15","7.53","0.0","0.0","999.0","sa919324"
"Stanly Sabino","","0","0","7.14","0","1","0","1.0","1","1","0","1","1","2.05","5.36","8.12","7.41","0.0","0.0","999.0","sa917791"
"Cayden Hatcher","","0","0","7.34","0","1","0","1.0","1","1","0","1","1","2.02","4.56","7.26","7.41","0.0","0.0","999.0","sa3008291"
"Sidney Duprey","","0","0","7.14","0","1","0","1.0","1","1","0","1","1","2.08","4.91","8.14","7.41","0.0","0.0","999.0","sa918933"
"Jesus Barraza","","0","0","7.29","0","1","0","1.0","1","1","0","1","1","1.91","4.84","6.31","7.42","0.0","0.0","999.0","sa504962"
"Martin Cordova","","0","0","7.34","0","1","0","1.0","1","1","0","0","1","1.99","4.25","6.80","7.42","0.0","0.0","999.0","sa3007607"
"Emerson Ortiz","","0","0","7.27","0","1","0","1.0","1","1","0","0","1","2.07","4.44","7.79","7.43","0.0","0.0","999.0","sa3006102"
"Jean Correa","Royals","0","0","7.35","0","1","0","1.0","1","1","0","0","1","2.03","4.44","7.49","7.42","0.0","0.0","999.0","sa3008477"
"Francis Peguero","Reds","0","0","7.44","0","1","0","1.0","1","1","0","1","1","2.10","5.29","8.37","7.55","0.0","0.0","999.0","sa3005209"
"Edward Escoboza","","0","0","7.32","0","1","0","1.0","1","1","0","1","1","2.04","5.43","7.91","7.44","0.0","0.0","999.0","sa872537"
"Pedro Moreno","Reds","0","0","7.41","0","1","0","1.0","1","1","0","1","1","2.15","5.03","8.73","7.56","0.0","0.0","999.0","sa3006114"
"Keiber Arredondo","","0","0","7.31","0","1","0","1.0","1","1","0","1","1","2.08","4.82","8.06","7.45","0.0","0.0","999.0","sa3002954"
"Cody Davenport","Royals","0","0","7.34","0","1","0","1.0","1","1","0","1","1","2.13","4.76","8.64","7.44","0.0","0.0","999.0","sa3010579"
"Jordan Floyd","","0","0","7.13","0","1","0","1.0","1","1","0","0","1","2.13","4.42","8.45","7.45","0.0","0.0","999.0","sa738440"
"Juan Vazquez","","0","0","7.15","0","1","0","1.0","1","1","0","0","1","2.09","4.45","8.15","7.45","0.0","0.0","999.0","sa3003072"
"Darel Torres","Rangers","0","0","7.28","0","1","0","1.0","1","1","0","1","1","2.06","5.16","8.07","7.45","0.0","0.0","999.0","sa947269"
"Julio Guante","","0","0","7.31","0","1","0","1.0","1","1","0","0","1","2.08","4.38","7.85","7.45","0.0","0.0","999.0","sa872872"
"Rafael Prensa","","0","0","6.95","0","1","0","1.0","1","1","0","1","1","2.05","4.78","7.94","7.25","0.0","0.0","999.0","sa3003118"
"Francisco Hodge","Pirates","0","0","7.19","0","1","0","1.0","1","1","0","1","1","2.09","4.73","8.24","7.45","0.0","0.0","999.0","sa3006155"
"Kenlly Montas","Yankees","0","0","7.31","0","1","0","1.0","1","1","0","1","1","2.10","4.73","8.17","7.46","0.0","0.0","999.0","sa917471"
"Francisco Fermin","Cubs","0","0","7.33","0","1","0","1.0","1","1","0","1","1","2.11","4.79","8.29","7.47","0.0","0.0","999.0","sa3008171"
"Jhonny Mateo","","0","0","7.29","0","1","0","1.0","1","1","0","1","1","2.13","4.56","8.46","7.47","0.0","0.0","999.0","sa737352"
"Chance Adams","Royals","0","0","4.96","0","7","0","7.0","7","4","1","7","3","1.45","7.95","4.08","5.14","0.0","0.0","999.0","18135"
"Argenis Bravo","Diamondbacks","0","0","7.14","0","1","0","1.0","1","1","0","1","1","2.12","4.91","8.62","7.35","0.0","0.0","999.0","sa3005203"
"Fraicy Breton","Royals","0","0","7.17","0","1","0","1.0","1","1","0","0","1","2.15","4.14","8.77","7.48","0.0","0.0","999.0","sa3008136"
"Wilman Madera","","0","0","7.32","0","1","0","1.0","1","1","0","1","1","2.08","4.96","8.13","7.49","0.0","0.0","999.0","sa917469"
"Justin Montgomery","","0","0","7.30","0","1","0","1.0","1","1","0","1","1","2.13","5.28","8.78","7.49","0.0","0.0","999.0","sa3007465"
"Carlos Alejo","Dodgers","0","0","6.85","0","1","0","1.0","1","1","0","1","1","2.09","4.73","8.50","7.24","0.0","0.0","999.0","sa919033"
"Jose Larez","Red Sox","0","0","7.36","0","1","0","1.0","1","1","0","1","1","2.08","4.77","7.97","7.43","0.0","0.0","999.0","sa3005123"
"Yeison Sanchez","Phillies","0","0","7.34","0","1","0","1.0","1","1","0","1","1","2.10","5.52","8.61","7.50","0.0","0.0","999.0","sa3002675"
"Victor Isturiz","","0","0","7.15","0","1","0","1.0","1","1","0","1","1","2.09","5.00","8.28","7.30","0.0","0.0","999.0","sa917877"
"Franyer Hernandez","Yankees","0","0","7.42","0","1","0","1.0","1","1","0","0","1","2.08","4.10","7.66","7.52","0.0","0.0","999.0","sa3008372"
"Donato Auguste","","0","0","7.34","0","1","0","1.0","1","1","0","1","1","2.14","5.00","8.76","7.52","0.0","0.0","999.0","sa3002995"
"Aneudy Acosta","","0","0","7.38","0","1","0","1.0","1","1","0","1","1","2.09","5.10","8.27","7.52","0.0","0.0","999.0","sa917759"
"Jose Zorrilla","Reds","0","0","7.30","0","1","0","1.0","1","1","0","1","1","2.19","5.12","9.29","7.64","0.0","0.0","999.0","sa917565"
"Dember Vizcaino","","0","0","7.33","0","1","0","1.0","1","1","0","1","1","2.13","4.70","8.50","7.52","0.0","0.0","999.0","sa873209"
"Tulio Santa Maria","Angels","0","0","7.14","0","1","0","1.0","1","1","0","1","1","2.15","5.10","9.03","7.50","0.0","0.0","999.0","sa3003016"
"Yandy Vega","","0","0","7.43","0","1","0","1.0","1","1","0","1","1","2.04","4.98","7.60","7.53","0.0","0.0","999.0","sa3006481"
"Chih-Ting Wang","Royals","0","0","7.22","0","1","0","1.0","1","1","0","1","1","2.11","4.79","8.63","7.52","0.0","0.0","999.0","sa3007602"
"Jose Diaz","","0","0","7.45","0","1","0","1.0","1","1","0","1","1","2.04","4.75","7.52","7.53","0.0","0.0","999.0","sa873337"
"Eric Mendez","Diamondbacks","0","0","7.27","0","1","0","1.0","1","1","0","1","1","2.09","5.76","8.67","7.40","0.0","0.0","999.0","sa3005433"
"Antonio Cardenas","","0","0","7.29","0","1","0","1.0","1","1","0","1","1","2.09","5.36","8.56","7.40","0.0","0.0","999.0","sa3002681"
"Landon Whitson","","0","0","7.42","0","1","0","1.0","1","1","0","1","1","2.11","5.03","8.35","7.53","0.0","0.0","999.0","sa3006708"
"Greg Minier","","0","0","7.26","0","1","0","1.0","1","1","0","1","1","2.12","4.72","8.44","7.53","0.0","0.0","999.0","sa3004113"
"Marcelo Hernandez","","0","0","7.36","0","1","0","1.0","1","1","0","1","1","2.08","4.88","8.13","7.54","0.0","0.0","999.0","sa916828"
"Jesus Ceballos","","0","0","7.27","0","1","0","1.0","1","1","0","1","1","2.13","5.12","8.85","7.41","0.0","0.0","999.0","sa919498"
"Anyelo Luna","","0","0","7.45","0","1","0","1.0","1","1","0","1","1","2.04","4.61","7.45","7.54","0.0","0.0","999.0","sa3003048"
"Daneuris Lagrange","","0","0","7.56","0","1","0","1.0","1","1","0","1","1","2.06","5.23","7.85","7.67","0.0","0.0","999.0","sa3007902"
"Bryan Garcia","Tigers","1","1","4.87","0","20","0","20.0","20","11","3","19","10","1.47","8.51","4.31","4.96","0.0","0.0","999.0","19457"
"Woo-Young Jin","Royals","0","0","7.51","0","1","0","1.0","1","1","0","1","1","2.06","5.13","7.97","7.54","0.0","0.0","999.0","sa3010132"
"Drew Weston","","0","0","7.29","0","1","0","1.0","1","1","0","0","1","2.09","4.39","7.96","7.55","0.0","0.0","999.0","sa3005326"
"Anderson Parra","","0","0","7.17","0","1","0","1.0","1","1","0","1","1","2.13","4.93","8.81","7.55","0.0","0.0","999.0","sa3002682"
"Cal Maduro","Royals","0","0","7.44","0","1","0","1.0","1","1","0","1","1","2.13","5.01","8.78","7.55","0.0","0.0","999.0","sa3009720"
"Francis Beriguete","Diamondbacks","0","0","7.22","0","1","0","1.0","1","1","0","1","1","2.11","4.64","8.44","7.43","0.0","0.0","999.0","sa948350"
"Domingo Pena","","0","0","7.44","0","1","0","1.0","1","1","0","1","1","2.09","4.75","8.07","7.56","0.0","0.0","999.0","sa873339"
"Luis Nin","","0","0","7.51","0","1","0","1.0","1","1","0","1","1","2.15","5.45","8.90","7.70","0.0","0.0","999.0","sa3004198"
"Saul De La Cruz","","0","0","7.36","0","1","0","1.0","1","1","0","1","1","2.15","5.41","9.05","7.56","0.0","0.0","999.0","sa3002906"
"Jake Woodford","Cardinals","0","0","4.87","0","6","0","6.0","6","3","1","5","2","1.45","7.47","3.96","5.09","0.0","0.0","999.0","sa874753"
"Yeison Santos","","0","0","7.18","0","1","0","1.0","1","1","0","1","1","2.14","4.73","8.83","7.56","0.0","0.0","999.0","sa3006498"
"Reinaldo De Paula","Dodgers","0","0","6.96","0","1","0","1.0","1","1","0","1","1","2.08","5.46","8.71","7.31","0.0","0.0","999.0","sa3002820"
"Victor Mendez","Rockies","0","0","7.90","0","1","0","1.0","1","1","0","1","1","2.27","5.07","9.78","8.01","0.0","0.0","999.0","sa3006160"
"Eliezer Rodriguez","Marlins","0","0","6.78","0","1","0","1.0","1","1","0","1","1","2.18","4.97","9.49","7.28","0.0","0.0","999.0","sa3003064"
"Yeudry Manzanillo","","0","0","7.49","0","1","0","1.0","1","1","0","1","1","2.08","4.59","7.81","7.58","0.0","0.0","999.0","sa917769"
"Aneudis Beard","Cubs","0","0","7.38","0","1","0","1.0","1","1","0","1","1","2.07","5.11","8.18","7.58","0.0","0.0","999.0","sa3003125"
"Jake Polancic","","0","0","7.43","0","1","0","1.0","1","1","0","1","1","2.11","5.62","8.65","7.58","0.0","0.0","999.0","sa918215"
"Jhonfran Escalona","Mets","0","0","7.21","0","1","0","1.0","1","1","0","0","1","2.02","4.41","7.29","7.37","0.0","0.0","999.0","sa3003152"
"Willy Basil","","0","0","7.42","0","1","0","1.0","1","1","0","1","1","2.17","5.33","9.10","7.59","0.0","0.0","999.0","sa3005858"
"Karan Patel","White Sox","0","0","7.65","0","1","0","1.0","1","1","0","1","1","2.12","5.37","8.32","7.72","0.0","0.0","999.0","sa1169765"
"Ariel Mojica","Reds","0","0","7.59","0","1","0","1.0","1","1","0","1","1","2.17","4.89","8.82","7.71","0.0","0.0","999.0","sa3003099"
"Juan Borges","","0","0","7.43","0","1","0","1.0","1","1","0","1","1","2.13","5.17","8.65","7.59","0.0","0.0","999.0","sa872513"
"Felix Ramires","","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.32","4.68","10.04","8.03","0.0","0.0","999.0","sa3005828"
"Ronald Burgos","","0","0","7.48","0","1","0","1.0","1","1","0","1","1","2.10","4.83","8.16","7.60","0.0","0.0","999.0","sa3002955"
"Jesse Lepore","","0","0","7.50","0","1","0","1.0","1","1","0","1","1","2.09","5.18","8.21","7.60","0.0","0.0","999.0","sa3004633"
"Jose Gomez","","0","0","7.53","0","1","0","1.0","1","1","0","1","1","2.07","4.60","7.76","7.60","0.0","0.0","999.0","sa3002950"
"Yeudy Colon","","0","0","7.40","0","1","0","1.0","1","1","0","1","1","2.18","5.23","9.18","7.60","0.0","0.0","999.0","sa875300"
"Clark Cota","Athletics","0","0","7.32","0","1","0","1.0","1","1","0","1","1","2.12","5.30","8.84","7.52","0.0","0.0","999.0","sa3006802"
"Yordy Guaba","Royals","0","0","7.40","0","1","0","1.0","1","1","0","1","1","2.16","4.61","8.98","7.60","0.0","0.0","999.0","sa3006616"
"Carlos Caminero","","0","0","7.24","0","1","0","1.0","1","1","0","1","1","2.19","4.92","9.29","7.61","0.0","0.0","999.0","sa3002931"
"Zack Phillips","Royals","0","0","7.37","0","1","0","1.0","1","1","0","0","1","2.17","4.27","8.86","7.60","0.0","0.0","999.0","sa1170425"
"Christopher Bonilla","","0","0","7.26","0","1","0","1.0","1","1","0","1","1","2.13","4.84","8.69","7.58","0.0","0.0","999.0","sa917906"
"Yoelvis Reyes","Pirates","0","0","7.33","0","1","0","1.0","1","1","0","1","1","2.13","4.79","8.62","7.61","0.0","0.0","999.0","sa3006542"
"Jose Cruz","Giants","0","0","6.89","0","1","0","1.0","1","1","0","1","1","2.06","4.51","8.14","7.09","0.0","0.0","999.0","sa3006383"
"Jeffry Nino","","0","0","7.45","0","1","0","1.0","1","1","0","1","1","2.15","4.95","8.76","7.61","0.0","0.0","999.0","sa875867"
"Jose Palacio","","0","0","7.29","0","1","0","1.0","1","1","0","0","1","2.15","4.49","8.71","7.61","0.0","0.0","999.0","sa3005682"
"Francis Cespedes","Indians","0","0","7.25","0","1","0","1.0","1","1","0","1","1","2.18","5.58","9.51","7.63","0.0","0.0","999.0","sa919554"
"Adrian Hernandez","Blue Jays","0","0","7.49","0","1","0","1.0","1","1","0","1","1","2.15","5.40","8.96","7.74","0.0","0.0","999.0","sa3006177"
"Jefferson Escorcha","Mets","0","0","7.02","0","1","0","1.0","1","1","0","1","1","2.09","5.14","8.52","7.41","0.0","0.0","999.0","sa3002977"
"Victor Martinez","Diamondbacks","0","0","7.04","0","1","0","1.0","1","1","0","1","1","2.27","5.69","10.60","7.49","0.0","0.0","999.0","sa3002690"
"Cam Robinson","Brewers","0","0","7.62","0","1","0","1.0","1","1","0","1","1","2.19","4.78","8.92","7.65","0.0","0.0","999.0","sa3005216"
"Manuel Cachutt","Reds","0","0","7.62","0","1","0","1.0","1","1","0","1","1","2.18","4.66","8.86","7.74","0.0","0.0","999.0","sa3003133"
"Rigo Fernandez","White Sox","0","0","7.46","0","1","0","1.0","1","1","0","1","1","2.19","5.84","9.48","7.76","0.0","0.0","999.0","sa3007257"
"Bryan Lara","","0","0","7.48","0","1","0","1.0","1","1","0","1","1","2.13","4.72","8.39","7.76","0.0","0.0","999.0","sa3003067"
"Nick Johnson","","0","0","7.48","0","1","0","1.0","1","1","0","1","1","2.11","4.68","8.28","7.63","0.0","0.0","999.0","sa3006773"
"Junior Almonte","Royals","0","0","7.56","0","1","0","1.0","1","1","0","0","1","2.13","4.34","8.42","7.62","0.0","0.0","999.0","sa3005459"
"Wikelman Ramirez","Rays","0","0","7.22","0","1","0","1.0","1","1","0","1","1","2.06","5.03","8.04","7.43","0.0","0.0","999.0","sa3002966"
"Patrick Smith","Royals","0","0","7.30","0","1","0","1.0","1","1","0","0","1","2.19","4.50","9.29","7.64","0.0","0.0","999.0","sa1170802"
"Luis Eusebio","","0","0","7.43","0","1","0","1.0","1","1","0","1","1","2.14","4.78","8.73","7.65","0.0","0.0","999.0","sa3002799"
"Luis Alcantara","","0","0","7.55","0","1","0","1.0","1","1","0","1","1","2.12","4.88","8.35","7.65","0.0","0.0","999.0","sa917748"
"Sebastian Tabata","Cardinals","0","0","7.25","0","1","0","1.0","1","1","0","1","1","2.12","5.63","8.93","7.44","0.0","0.0","999.0","sa3006576"
"Jeremy Gwinn","","0","0","7.67","0","1","0","1.0","1","1","0","0","1","2.05","4.34","7.34","7.66","0.0","0.0","999.0","sa918275"
"Brailin Gonzalez","Mets","0","0","7.00","0","1","0","1.0","1","1","0","1","1","2.20","5.38","9.68","7.44","0.0","0.0","999.0","sa3005442"
"Fernando Sanchez","Twins","0","0","7.79","0","1","0","1.0","1","1","0","0","1","2.15","3.90","8.16","7.82","0.0","0.0","999.0","sa3002605"
"Abel Adames","Giants","0","0","6.90","0","1","0","1.0","1","1","0","1","1","2.08","4.99","8.51","7.15","0.0","0.0","999.0","sa917912"
"Dazon Cole","","0","0","7.59","0","1","0","1.0","1","1","0","1","1","2.12","5.07","8.43","7.68","0.0","0.0","999.0","sa3007583"
"Abrahan Lopez","","0","0","7.31","0","1","0","1.0","1","1","0","1","1","2.14","4.68","8.68","7.59","0.0","0.0","999.0","sa3003107"
"Luis Ojeda","Yankees","0","0","7.84","0","1","0","1.0","1","1","0","0","1","2.07","4.39","7.35","7.97","0.0","0.0","999.0","sa917766"
"Luis C. Garcia","","0","0","7.53","0","1","0","1.0","1","1","0","1","1","2.12","5.21","8.57","7.68","0.0","0.0","999.0","sa3003062"
"Vladimir Nunez","","0","0","7.69","0","1","0","1.0","1","1","0","1","1","2.16","5.37","8.88","7.82","0.0","0.0","999.0","sa3010004"
"Luis Colmenares","","0","0","7.27","0","1","0","1.0","1","1","0","1","1","2.24","5.67","10.16","7.69","0.0","0.0","999.0","sa872827"
"Erick Heredia","","0","0","7.55","0","1","0","1.0","1","1","0","0","1","2.09","4.41","7.91","7.69","0.0","0.0","999.0","sa946446"
"Adriam Castillo","","0","0","7.46","0","1","0","1.0","1","1","0","1","1","2.13","4.99","8.75","7.69","0.0","0.0","999.0","sa921282"
"Gregori Segovia","Red Sox","0","0","7.58","0","1","0","1.0","1","1","0","1","1","2.14","5.04","8.63","7.70","0.0","0.0","999.0","sa3006067"
"Dylan Cyphert","","0","0","7.38","0","1","0","1.0","1","1","0","1","1","2.18","5.33","9.37","7.70","0.0","0.0","999.0","sa3004449"
"Steven Cruz","Twins","0","0","7.75","0","1","0","1.0","1","1","0","1","1","2.25","5.48","9.88","7.86","0.0","0.0","999.0","sa3003140"
"Kelvin De Los Santos","","0","0","7.54","0","1","0","1.0","1","1","0","0","1","2.14","4.26","8.55","7.70","0.0","0.0","999.0","sa3002974"
"Riger Fernandez","","0","0","7.39","0","1","0","1.0","1","1","0","1","1","2.21","5.14","9.50","7.71","0.0","0.0","999.0","sa871629"
"Geraldo Sanchez","","0","0","7.52","0","1","0","1.0","1","1","0","1","1","2.17","5.22","9.12","7.71","0.0","0.0","999.0","sa921459"
"Joandris Tolentino","","0","0","7.46","0","1","0","1.0","1","1","0","1","1","2.24","4.95","9.59","7.74","0.0","0.0","999.0","sa3005854"
"Harold Chirino","Brewers","0","0","7.65","0","1","0","1.0","1","1","0","1","1","2.21","5.18","9.28","7.74","0.0","0.0","999.0","sa917637"
"Richi Vasquez","Royals","0","0","7.59","0","1","0","1.0","1","1","0","1","1","2.17","4.54","8.91","7.71","0.0","0.0","999.0","sa3006382"
"Adrian Aybar","","0","0","7.63","0","1","0","1.0","1","1","0","1","1","2.10","4.61","8.10","7.72","0.0","0.0","999.0","sa3006505"
"Elbis Afanador","Mariners","0","0","7.44","0","1","0","1.0","1","1","0","0","1","2.01","3.89","6.98","7.63","0.0","0.0","999.0","sa3005699"
"Luis Tena","Cardinals","0","0","7.30","0","1","0","1.0","1","1","0","1","1","2.14","4.69","8.79","7.51","0.0","0.0","999.0","sa3005863"
"Emmanuel Duran","Angels","0","0","7.44","0","1","0","1.0","1","1","0","1","1","2.18","5.17","9.26","7.70","0.0","0.0","999.0","sa3005837"
"Juan Castillo","","0","0","7.51","0","1","0","1.0","1","1","0","1","1","2.18","4.68","9.01","7.73","0.0","0.0","999.0","sa873541"
"Yosmel Naranjo","Phillies","0","0","7.42","0","1","0","1.0","1","1","0","1","1","2.16","5.17","9.09","7.73","0.0","0.0","999.0","sa3005894"
"Dauris Cordero","Rays","0","0","7.21","0","1","0","1.0","1","1","0","1","1","2.13","4.98","8.74","7.52","0.0","0.0","999.0","sa917467"
"Andry Cuevas","Reds","0","0","7.66","0","1","0","1.0","1","1","0","1","1","2.24","5.90","9.99","7.86","0.0","0.0","999.0","sa3003054"
"Leoner Colina","Brewers","0","0","7.68","0","1","0","1.0","1","1","0","1","1","2.16","4.75","8.65","7.76","0.0","0.0","999.0","sa3006489"
"Michell Miliano","Padres","0","0","7.29","0","1","0","1.0","1","1","0","1","1","2.20","5.70","9.82","7.55","0.0","0.0","999.0","sa3005188"
"Adalberto Pena","","0","0","7.67","0","1","0","1.0","1","1","0","1","1","2.13","4.81","8.39","7.74","0.0","0.0","999.0","sa873174"
"Bryan Caceres","Nationals","0","0","7.56","0","1","0","1.0","1","1","0","1","1","2.19","4.73","9.05","7.74","0.0","0.0","999.0","sa3005687"
"Marvin Mateo","","0","0","7.57","0","1","0","1.0","1","1","0","1","1","2.18","4.67","8.95","7.74","0.0","0.0","999.0","sa917891"
"Allan Beltre","","0","0","7.64","0","1","0","1.0","1","1","0","0","1","2.14","4.30","8.34","7.75","0.0","0.0","999.0","sa3006356"
"Diosmerky Taveras","Astros","0","0","7.54","0","1","0","1.0","1","1","0","1","1","2.18","4.89","9.08","7.71","0.0","0.0","999.0","sa3004872"
"Brady Schanuel","Brewers","0","0","7.67","0","1","0","1.0","1","1","0","1","1","2.24","5.93","9.98","7.78","0.0","0.0","999.0","sa918871"
"Luis Silva","","0","0","7.40","0","1","0","1.0","1","1","0","1","1","2.23","4.54","9.50","7.75","0.0","0.0","999.0","sa919883"
"Felix Alonzo","","0","0","7.59","0","1","0","1.0","1","1","0","1","1","2.10","5.10","8.37","7.77","0.0","0.0","999.0","sa3006587"
"Luis Candelo","","0","0","7.67","0","1","0","1.0","1","1","0","0","1","2.15","4.48","8.47","7.77","0.0","0.0","999.0","sa3005815"
"Emilio Ferrebus","","0","0","7.63","0","1","0","1.0","1","1","0","1","1","2.15","5.02","8.80","7.77","0.0","0.0","999.0","sa871486"
"Bryan Torres","","0","0","7.77","0","1","0","1.0","1","1","0","0","1","2.05","4.20","7.26","7.77","0.0","0.0","999.0","sa3006139"
"Elvis Peguero","Yankees","0","0","7.93","0","1","0","1.0","1","1","0","0","1","2.13","4.34","7.97","8.06","0.0","0.0","999.0","sa916949"
