"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Andrew Lee","Nationals","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.71","7.08","5.88","6.14","0.0","0.0","999.0","sa856275"
"Alejandro Astorga","","0","0","5.91","0","0","0","1.0","1","1","0","1","1","1.67","4.96","4.50","6.14","0.0","0.0","999.0","sa508712"
"Matthew Liberatore","Cardinals","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.75","5.65","5.61","6.14","0.0","0.0","999.0","sa3008163"
"Stephen Kolek","Dodgers","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.68","4.73","4.54","6.14","0.0","0.0","999.0","sa3007990"
"Gerson Garabito","Royals","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.63","5.71","4.63","6.14","0.0","0.0","999.0","sa737361"
"Travis Wood","","0","0","6.01","0","0","0","1.0","1","1","0","1","0","1.58","6.08","3.86","6.14","0.0","0.0","999.0","9884"
"Travis Perry","Giants","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.70","4.96","4.94","6.14","0.0","0.0","999.0","sa3007488"
"Kenneth Sigman","","0","0","6.06","0","0","0","1.0","1","1","0","1","0","1.66","4.86","4.26","6.14","0.0","0.0","999.0","sa550328"
"Maximo Castillo","Blue Jays","0","0","6.10","0","0","0","1.0","1","1","0","1","0","1.59","5.76","3.83","6.14","0.0","0.0","999.0","sa917181"
"Roy Merritt","","0","0","5.96","0","0","0","1.0","1","1","0","1","0","1.63","4.81","3.94","6.14","0.0","0.0","999.0","sa392227"
"Jose Taveras","","0","0","5.99","0","0","0","1.0","1","1","0","1","0","1.51","6.06","3.39","6.15","0.0","0.0","999.0","sa828246"
"Alex Klonowski","","0","0","6.05","0","0","0","1.0","1","1","0","1","0","1.55","5.15","3.26","6.15","0.0","0.0","999.0","sa829634"
"Zack Trageton","Rays","0","0","6.01","0","0","0","1.0","1","1","0","1","0","1.61","5.38","3.99","6.15","0.0","0.0","999.0","sa918087"
"Jorge Martinez","","0","0","6.09","0","0","0","1.0","1","1","0","1","0","1.56","5.22","3.32","6.15","0.0","0.0","999.0","sa3001059"
"Daniel Minor","","0","0","6.17","0","0","0","1.0","1","1","0","1","0","1.61","5.15","3.65","6.15","0.0","0.0","999.0","sa658128"
"LJ Brewster","","0","0","6.01","0","0","0","1.0","1","1","0","1","1","1.78","4.55","5.43","6.15","0.0","0.0","999.0","sa875329"
"Jasier Herrera","Giants","0","0","6.04","0","0","0","1.0","1","1","0","0","1","1.75","4.32","5.17","6.15","0.0","0.0","999.0","sa873294"
"Christian Taugner","","0","0","6.10","0","0","0","1.0","1","1","0","0","0","1.64","4.43","3.72","6.16","0.0","0.0","999.0","sa915601"
"Fitz Stadler","Blue Jays","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.74","5.33","5.12","6.16","0.0","0.0","999.0","sa876081"
"Matt Smith","","0","0","6.06","0","0","0","1.0","1","1","0","1","0","1.62","5.12","3.95","6.16","0.0","0.0","999.0","sa918774"
"Marlon Arias","","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.72","5.92","5.33","6.16","0.0","0.0","999.0","sa294505"
"Jesus Vargas","Dodgers","0","0","5.95","0","0","0","1.0","1","1","0","1","0","1.64","5.17","4.34","6.16","0.0","0.0","999.0","sa877526"
"Tom Sutera","Phillies","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.68","5.96","4.88","6.17","0.0","0.0","999.0","sa3008478"
"Jaime Lugo","","0","0","6.06","0","0","0","1.0","1","1","0","1","0","1.64","5.13","4.16","6.17","0.0","0.0","999.0","sa657149"
"Juan Pablo Lopez","Astros","0","0","5.88","0","0","0","1.0","1","1","0","1","1","1.75","5.29","5.48","6.17","0.0","0.0","999.0","sa3004647"
"Shelby Lackey","Rockies","0","0","6.27","0","0","0","1.0","1","1","0","1","1","1.76","5.48","5.28","6.18","0.0","0.0","999.0","sa3006771"
"Juan Pablo Oramas","","0","0","5.91","0","0","0","1.0","1","1","0","1","1","1.65","6.08","4.88","6.18","0.0","0.0","999.0","sa508100"
"Ryan Feltner","Rockies","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.76","5.23","5.10","6.18","0.0","0.0","999.0","sa3008222"
"Janson Junk","Yankees","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.65","6.18","4.59","6.19","0.0","0.0","999.0","sa3004659"
"Alexander Vizcaino","Yankees","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.67","6.14","4.74","6.19","0.0","0.0","999.0","sa920272"
"Jhony Brito","Yankees","0","0","6.02","0","0","0","1.0","1","1","0","1","0","1.66","4.96","4.16","6.19","0.0","0.0","999.0","sa916962"
"Avery Weems","White Sox","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.79","5.43","5.70","6.20","0.0","0.0","999.0","sa3010256"
"Mitch Lambson","","0","0","6.00","0","0","0","1.0","1","1","0","1","0","1.65","5.07","4.26","6.20","0.0","0.0","999.0","sa577012"
"Luis Frias","Diamondbacks","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.72","6.44","5.56","6.20","0.0","0.0","999.0","sa917588"
"Tyler Watson","Twins","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.67","5.33","4.62","6.20","0.0","0.0","999.0","sa876164"
"Matthew Crownover","","0","0","5.94","0","0","0","1.0","1","1","0","1","0","1.56","5.65","3.70","6.20","0.0","0.0","999.0","sa829277"
"Victor Espinosa","","0","0","6.19","0","0","0","1.0","1","1","0","1","0","1.66","5.61","4.35","6.20","0.0","0.0","999.0","sa226410"
"Esmerling Vasquez","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.66","5.95","4.60","6.20","0.0","0.0","999.0","5280"
"Albert Abreu","Yankees","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.64","6.87","4.84","6.20","0.0","0.0","999.0","sa828366"
"Parker French","","0","0","6.14","0","0","0","1.0","1","1","0","1","1","1.67","5.41","4.50","6.21","0.0","0.0","999.0","sa829473"
"Valente Bellozo","Astros","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.67","6.11","4.93","6.21","0.0","0.0","999.0","sa3006119"
"Jackson Stoeckinger","Nationals","0","0","5.95","0","0","0","1.0","1","1","0","1","0","1.67","4.69","4.39","6.21","0.0","0.0","999.0","sa3005031"
"Randy Bell","","0","0","6.18","0","0","0","1.0","1","1","0","1","0","1.62","5.30","3.83","6.21","0.0","0.0","999.0","sa3004338"
"Richard Guasch","","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.75","6.28","5.97","6.21","0.0","0.0","999.0","sa3008434"
"Victor Santos","Phillies","0","0","5.99","0","0","0","1.0","1","1","0","1","0","1.60","5.25","3.90","6.21","0.0","0.0","999.0","sa3003083"
"Andre Davis","","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.71","5.54","4.95","6.21","0.0","0.0","999.0","sa875206"
"Jake Dahlberg","","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.70","4.84","4.60","6.21","0.0","0.0","999.0","sa3004475"
"Juan Mota","Indians","0","0","6.13","0","0","0","1.0","1","1","0","1","1","1.69","5.79","4.88","6.21","0.0","0.0","999.0","sa917387"
"Garrett Hill","Tigers","0","0","6.20","0","0","0","1.0","1","1","0","1","1","1.66","6.27","4.73","6.21","0.0","0.0","999.0","sa3007259"
"Blake Battenfield","White Sox","0","0","6.11","0","0","0","1.0","1","1","0","1","0","1.54","5.98","3.32","6.22","0.0","0.0","999.0","sa3002734"
"Ricky Vanasco","Rangers","0","0","6.12","0","0","0","1.0","1","1","0","1","1","1.76","6.51","5.98","6.22","0.0","0.0","999.0","sa3004863"
"J.D. Busfield","","0","0","6.16","0","0","0","1.0","1","1","0","1","0","1.62","4.95","3.78","6.22","0.0","0.0","999.0","sa872713"
"Cristopher Molina","Angels","0","0","5.99","0","0","0","1.0","1","1","0","1","0","1.62","5.96","4.49","6.22","0.0","0.0","999.0","sa828598"
"Davis Martin","White Sox","0","0","6.21","0","0","0","1.0","1","1","0","1","0","1.65","5.89","4.33","6.22","0.0","0.0","999.0","sa3008311"
"Manuel Rodriguez","","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.74","4.84","5.05","6.22","0.0","0.0","999.0","sa833402"
"Zach Lewis","","0","0","6.13","0","0","0","1.0","1","1","0","1","1","1.71","5.81","5.08","6.23","0.0","0.0","999.0","sa829666"
"Ryan Perez","","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.73","5.10","5.06","6.23","0.0","0.0","999.0","sa857684"
"Nick Fanti","Phillies","0","0","5.90","0","0","0","1.0","1","1","0","1","0","1.61","6.06","4.40","6.23","0.0","0.0","999.0","sa876058"
"Alex Maestri","","0","0","6.16","0","0","0","1.0","1","1","0","1","1","1.70","5.16","4.68","6.23","0.0","0.0","999.0","sa328310"
"Juan Antonio Pena","","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.73","5.22","5.07","6.24","0.0","0.0","999.0","sa208507"
"Gabriel Llanes","","0","0","6.20","0","0","0","1.0","1","1","0","0","0","1.68","4.14","3.99","6.24","0.0","0.0","999.0","sa829197"
"Chris Vallimont","Twins","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.65","6.73","4.90","6.24","0.0","0.0","999.0","sa3008026"
"Arnaldo Hernandez","Royals","0","0","6.09","0","0","0","1.0","1","1","0","1","0","1.57","5.27","3.71","6.24","0.0","0.0","999.0","sa828154"
"Colin Holderman","Mets","0","0","6.15","0","0","0","1.0","1","1","0","1","1","1.75","5.20","5.22","6.24","0.0","0.0","999.0","sa918172"
"Kyle Lohse","","0","0","6.25","0","0","0","1.0","1","1","0","1","0","1.54","5.72","2.97","6.24","0.0","0.0","999.0","739"
"Juan Then","Mariners","0","0","6.08","0","0","0","1.0","1","1","0","1","1","1.67","5.55","4.68","6.25","0.0","0.0","999.0","sa3002793"
"Guillermo Moscoso","","0","0","6.09","0","0","0","1.0","1","1","0","1","0","1.57","5.66","3.69","6.25","0.0","0.0","999.0","5106"
"Sebastian Kessay","","0","0","6.01","0","0","0","1.0","1","1","0","1","1","1.71","5.98","5.28","6.25","0.0","0.0","999.0","sa738247"
"Willian Soto","Dodgers","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.70","5.52","5.03","6.25","0.0","0.0","999.0","sa739645"
"Chase Shugart","Red Sox","0","0","6.23","0","0","0","1.0","1","1","0","1","0","1.67","5.01","4.32","6.25","0.0","0.0","999.0","sa3008548"
"Dakota Chalmers","Twins","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.81","7.21","6.66","6.25","0.0","0.0","999.0","sa875017"
"Colin Selby","Pirates","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.72","5.36","4.77","6.25","0.0","0.0","999.0","sa3007731"
"Geno Encina","","0","0","6.25","0","0","0","1.0","1","1","0","0","0","1.73","4.48","4.49","6.25","0.0","0.0","999.0","sa875765"
"Sam Long","White Sox","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.71","6.41","5.40","6.25","0.0","0.0","999.0","sa918455"
"Bronson Arroyo","","0","0","6.22","0","0","0","1.0","1","1","0","1","0","1.49","5.63","2.45","6.25","0.0","0.0","999.0","978"
"Yusniel Padron-Artilles","Red Sox","0","0","6.21","0","0","0","1.0","1","1","0","1","0","1.63","6.05","4.44","6.25","0.0","0.0","999.0","sa3008040"
"Ernesto Zaragoza","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.73","5.28","5.07","6.25","0.0","0.0","999.0","sa549734"
"Konnor Pilkington","White Sox","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.68","6.70","5.10","6.26","0.0","0.0","999.0","sa3008371"
"Sergio Pacheco","Rangers","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.72","4.91","4.78","6.26","0.0","0.0","999.0","sa919042"
"Yohanse Morel","Royals","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.75","5.24","5.38","6.26","0.0","0.0","999.0","sa3005685"
"Kyle Bradish","Orioles","0","0","6.11","0","0","0","1.0","1","1","0","1","1","1.73","6.67","5.65","6.26","0.0","0.0","999.0","sa3008605"
"Aldo Montes","","0","0","6.13","0","0","0","1.0","1","1","0","1","1","1.70","5.34","4.90","6.26","0.0","0.0","999.0","sa547921"
"Colin Schmid","Cardinals","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.75","4.77","5.37","6.26","0.0","0.0","999.0","sa3007712"
"Brayan Perez","Mariners","0","0","5.88","0","0","0","1.0","1","1","0","1","1","1.79","5.17","5.92","6.26","0.0","0.0","999.0","sa3006100"
"J.P. France","Astros","0","0","6.13","0","0","0","1.0","1","1","0","1","1","1.68","6.52","5.24","6.26","0.0","0.0","999.0","sa3008310"
"Francisco Rodriguez","","0","0","6.20","0","0","0","1.0","1","1","0","1","0","1.66","4.70","4.12","6.27","0.0","0.0","999.0","6688"
"Evan Piechota","","0","0","6.16","0","0","0","1.0","1","1","0","1","0","1.61","5.18","3.77","6.27","0.0","0.0","999.0","sa922004"
"Willy Taveras","Mets","0","0","6.16","0","0","0","1.0","1","1","0","1","0","1.64","4.91","4.01","6.28","0.0","0.0","999.0","sa917753"
"Kelvin Nunez","Mariners","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.68","5.14","4.68","6.28","0.0","0.0","999.0","sa3002816"
"Mason Thompson","Padres","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.74","6.03","5.56","6.28","0.0","0.0","999.0","sa917969"
"Trevor Clifton","","0","0","6.14","0","0","0","1.0","1","1","0","1","0","1.59","6.61","4.40","6.28","0.0","0.0","999.0","sa737901"
"Jose Alberto Rivera","Astros","0","0","6.13","0","0","0","1.0","1","1","0","1","1","1.73","6.42","5.67","6.28","0.0","0.0","999.0","sa3003090"
"Zack Dodson","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.72","5.18","4.86","6.29","0.0","0.0","999.0","sa501219"
"Julio Frias","Marlins","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.83","4.96","6.12","6.30","0.0","0.0","999.0","sa873218"
"Drew Rom","Orioles","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.72","6.16","5.45","6.30","0.0","0.0","999.0","sa3007848"
"Matt Anderson","Pirates","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.78","6.00","5.61","6.30","0.0","0.0","999.0","sa918200"
"Jake Walsh","Cardinals","0","0","6.07","0","0","0","1.0","1","1","0","1","0","1.60","5.68","4.30","6.30","0.0","0.0","999.0","sa3004457"
"Ludwin Jimenez","Cardinals","0","0","6.20","0","0","0","1.0","1","1","0","1","1","1.72","5.36","5.16","6.30","0.0","0.0","999.0","sa3005856"
"James McArthur","Phillies","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.73","6.60","5.91","6.30","0.0","0.0","999.0","sa3007715"
"Abdiel Mendoza","Rangers","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.75","5.15","5.32","6.30","0.0","0.0","999.0","sa916829"
"Carlos Guarate","Padres","0","0","6.24","0","0","0","1.0","1","1","0","1","1","1.73","5.23","5.05","6.30","0.0","0.0","999.0","sa3006127"
"Oscar Rivera","","0","0","6.15","0","0","0","1.0","1","1","0","1","0","1.64","4.87","3.95","6.30","0.0","0.0","999.0","sa377670"
"Matt Ruppenthal","Astros","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.76","6.10","5.81","6.31","0.0","0.0","999.0","sa915693"
"Ethan Hankins","Indians","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.76","6.07","5.65","6.31","0.0","0.0","999.0","sa3008589"
"Ryan Kellogg","Cubs","0","0","6.08","0","0","0","1.0","1","1","0","0","1","1.70","4.31","4.54","6.31","0.0","0.0","999.0","sa658192"
"Garrison Bryant","Mets","0","0","6.21","0","0","0","1.0","1","1","0","1","1","1.71","5.38","4.96","6.31","0.0","0.0","999.0","sa918939"
"Glenn Otto","Yankees","0","0","6.12","0","0","0","1.0","1","1","0","1","1","1.72","6.87","5.65","6.31","0.0","0.0","999.0","sa915710"
"Kade McClure","White Sox","0","0","6.23","0","0","0","1.0","1","1","0","1","0","1.63","5.60","4.04","6.31","0.0","0.0","999.0","sa915622"
"David Kubiak","","0","0","6.27","0","0","0","1.0","1","1","0","1","1","1.69","5.33","4.58","6.31","0.0","0.0","999.0","sa599473"
"Michael Murray","","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.69","5.28","4.63","6.31","0.0","0.0","999.0","sa857583"
"Angello Infante","Athletics","0","0","6.17","0","0","0","1.0","1","1","0","0","0","1.66","4.45","4.24","6.32","0.0","0.0","999.0","sa916705"
"Diego Cordero","Cardinals","0","0","6.07","0","0","0","1.0","1","1","0","0","0","1.68","3.93","4.22","6.32","0.0","0.0","999.0","sa873150"
"Luis Cepeda","Royals","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.81","5.00","5.87","6.32","0.0","0.0","999.0","sa3006132"
"Manuel Flores","","0","0","6.22","0","0","0","1.0","1","1","0","1","0","1.61","5.10","3.74","6.32","0.0","0.0","999.0","sa508195"
"Jose Butto","Mets","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.68","5.39","4.71","6.32","0.0","0.0","999.0","sa3003166"
"Edgar Garcia","","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.67","5.77","4.63","6.32","0.0","0.0","999.0","sa282907"
"Orlando Razo","","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.68","5.38","4.74","6.32","0.0","0.0","999.0","sa3004217"
"Easton McGee","Rays","0","0","6.17","0","0","0","1.0","1","1","0","0","0","1.65","4.47","3.89","6.32","0.0","0.0","999.0","sa917971"
"Dalton Roach","Cardinals","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.72","5.35","5.06","6.32","0.0","0.0","999.0","sa3010567"
"Brendon Little","Cubs","0","0","6.11","0","0","0","1.0","1","1","0","1","1","1.79","5.55","5.92","6.32","0.0","0.0","999.0","sa876266"
"Mark Simon","","0","0","6.28","0","0","0","1.0","1","1","0","1","1","1.74","5.83","5.29","6.32","0.0","0.0","999.0","sa3004993"
"Daniel Gonzalez","","0","0","6.16","0","0","0","1.0","1","1","0","1","0","1.57","5.06","3.49","6.33","0.0","0.0","999.0","sa737056"
"Cody Sedlock","Orioles","0","0","6.15","0","0","0","1.0","1","1","0","1","1","1.67","6.38","4.94","6.33","0.0","0.0","999.0","sa874042"
"Jacob Lopez","Rays","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.75","5.29","5.41","6.33","0.0","0.0","999.0","sa3008338"
"Jose Oyervides","","0","0","6.23","0","0","0","1.0","1","1","0","1","1","1.70","5.14","4.73","6.33","0.0","0.0","999.0","sa202000"
"Faustino Carrera","","0","0","6.12","0","0","0","1.0","1","1","0","1","1","1.70","5.03","4.85","6.33","0.0","0.0","999.0","sa917740"
"Octavio Acosta","","0","0","6.21","0","0","0","1.0","1","1","0","1","1","1.68","5.00","4.55","6.34","0.0","0.0","999.0","sa548115"
"Alex Sanabia","","0","0","6.22","0","0","0","1.0","1","1","0","1","0","1.64","4.89","4.02","6.34","0.0","0.0","999.0","5350"
"John Swanda","Angels","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.71","5.11","4.81","6.34","0.0","0.0","999.0","sa3004944"
"JP Sears","Yankees","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.65","6.35","4.76","6.34","0.0","0.0","999.0","sa3004100"
"Alberto Guerrero","Marlins","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.75","4.83","5.32","6.34","0.0","0.0","999.0","sa872514"
"Niomar Gomez","Nationals","0","0","6.20","0","0","0","1.0","1","1","0","1","1","1.76","5.07","5.36","6.34","0.0","0.0","999.0","sa3002607"
"Keith Rogalla","Angels","0","0","6.16","0","0","0","1.0","1","1","0","1","1","1.74","5.98","5.55","6.34","0.0","0.0","999.0","sa829753"
"Wuilder Rodriguez","Brewers","0","0","6.29","0","0","0","1.0","1","1","0","1","0","1.64","5.87","4.30","6.34","0.0","0.0","999.0","sa873731"
"Grant Wolfram","Rangers","0","0","6.11","0","0","0","1.0","1","1","0","1","1","1.79","5.71","5.93","6.34","0.0","0.0","999.0","sa3008313"
"Robbie Welhaf","Tigers","0","0","6.35","0","0","0","1.0","1","1","0","1","0","1.61","5.41","3.64","6.34","0.0","0.0","999.0","sa3006965"
"Alfredo Garcia","Yankees","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.74","5.88","5.49","6.35","0.0","0.0","999.0","sa3003045"
"Javier Solano","","0","0","6.21","0","0","0","1.0","1","1","0","1","0","1.56","4.62","3.12","6.35","0.0","0.0","999.0","sa455650"
"Eric Pardinho","Blue Jays","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.76","5.93","5.42","6.35","0.0","0.0","999.0","sa968102"
"Brock Hartson","Indians","0","0","6.27","0","0","0","1.0","1","1","0","1","0","1.65","5.28","4.18","6.36","0.0","0.0","999.0","sa857665"
"Charlie Neuweiler","Royals","0","0","6.29","0","0","0","1.0","1","1","0","1","1","1.77","5.33","5.59","6.36","0.0","0.0","999.0","sa3004345"
"Robert Klinchock","","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.75","5.09","5.18","6.36","0.0","0.0","999.0","sa3010670"
"Frederis Parra","","0","0","6.25","0","0","0","1.0","1","1","0","0","0","1.63","3.78","3.40","6.36","0.0","0.0","999.0","sa657275"
"Will Kobos","Pirates","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.81","5.79","5.71","6.36","0.0","0.0","999.0","sa3007614"
"Francisco Morales","Phillies","0","0","6.10","0","0","0","1.0","1","1","0","1","1","1.77","6.88","6.32","6.36","0.0","0.0","999.0","sa3004581"
"Reinier Roibal","","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.71","5.60","4.87","6.36","0.0","0.0","999.0","sa553503"
"Colton Laws","Blue Jays","0","0","6.38","0","0","0","1.0","1","1","0","1","0","1.67","5.28","4.16","6.36","0.0","0.0","999.0","sa3004193"
"Hector Silvestre","","0","0","6.12","0","0","0","1.0","1","1","0","1","0","1.64","5.49","4.36","6.37","0.0","0.0","999.0","sa599917"
"Michael Velasquez","","0","0","6.18","0","0","0","1.0","1","1","0","1","0","1.69","4.79","4.42","6.37","0.0","0.0","999.0","sa834330"
