"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Trent Thornton","Blue Jays","4","6","0","0","4.74","13","20","83.0","87","44","14","75","25","1.35","8.14","2.71","4.59","0.7","17948"
"Mike Leake","Mariners","6","8","0","0","4.76","19","19","114.0","131","61","18","76","24","1.36","5.97","1.89","4.59","0.9","10130"
"Rowan Wick","Cubs","1","1","0","1","4.45","0","17","17.0","16","8","2","17","10","1.52","9.15","5.37","4.60","0.0","14646"
"Merrill Kelly","Diamondbacks","5","7","0","0","4.78","16","16","94.0","99","50","14","80","33","1.42","7.70","3.21","4.60","0.7","11156"
"Josh Lucas","Orioles","0","0","0","0","4.55","0","3","3.0","4","2","0","3","1","1.43","7.57","3.45","4.60","0.0","11686"
"Seunghwan Oh","Rockies","3","3","3","10","4.64","0","48","48.0","48","25","9","48","14","1.30","9.07","2.66","4.60","0.0","18719"
"Gerson Bautista","Mariners","0","0","0","0","4.44","0","7","7.0","6","3","1","7","3","1.41","9.74","4.64","4.60","0.0","19256"
"Jaime Schultz","Dodgers","0","0","0","1","4.48","0","3","3.0","3","2","1","4","2","1.44","11.20","5.24","4.60","0.0","15066"
"Taylor Widener","Diamondbacks","1","1","0","0","4.59","2","2","12.0","12","6","2","13","5","1.37","9.26","3.97","4.60","0.1","sa918271"
"Austin Adams","Tigers","1","1","0","0","4.73","0","14","14.0","14","7","2","13","6","1.48","8.73","4.31","4.60","0.0","7411"
"Tyler Mahle","Reds","5","6","0","0","4.60","15","15","89.0","91","46","15","85","32","1.37","8.61","3.21","4.61","0.7","16358"
"Michael Pineda","Twins","5","6","0","0","4.87","15","15","88.0","97","47","16","77","22","1.36","7.88","2.27","4.61","0.8","5372"
"Noe Ramirez","Angels","2","2","0","5","4.49","0","34","34.0","32","17","6","36","14","1.35","9.56","3.68","4.62","0.0","12800"
"Bryan Garcia","Tigers","0","0","0","0","4.59","0","7","7.0","6","3","1","7","3","1.41","9.35","4.30","4.62","0.0","sa873996"
"Travis Lakins","Red Sox","0","0","0","0","4.66","0","3","3.0","4","2","0","3","1","1.48","7.50","3.99","4.62","0.0","18600"
"Wandy Peralta","Reds","1","1","0","4","4.53","0","27","27.0","27","14","3","23","14","1.50","7.76","4.52","4.62","0.0","14295"
"Cy Sneed","Astros","0","0","0","0","4.47","0","3","3.0","3","2","1","3","1","1.34","8.11","3.28","4.62","0.0","sa599742"
"Sam Tuivailala","Mariners","1","1","0","3","4.53","0","20","20.0","19","10","3","18","8","1.39","8.23","3.73","4.63","0.0","13485"
"Matt Magill","Twins","2","2","0","7","4.58","0","34","34.0","33","17","5","35","15","1.41","9.29","4.05","4.63","0.0","3950"
"Ben Lively","Royals","1","1","0","0","4.65","1","11","17.0","18","9","2","13","5","1.38","6.96","2.88","4.63","0.0","14932"
"Paul Sewald","Mets","0","0","0","0","4.77","0","3","3.0","3","2","1","3","1","1.37","8.40","3.23","4.63","0.0","13892"
"Chris Stratton","Pirates","1","1","0","1","4.83","1","15","20.0","22","11","3","16","8","1.47","7.22","3.48","4.63","0.0","13761"
"Kevin McCarthy","Royals","1","2","0","3","4.58","0","24","24.0","26","12","3","15","9","1.47","5.68","3.22","4.64","0.0","15240"
"Dereck Rodriguez","Giants","3","5","0","0","4.60","11","21","72.0","76","37","10","56","24","1.38","7.00","3.02","4.64","0.2","14509"
"Anthony DeSclafani","Reds","5","7","0","0","4.63","18","18","102.0","104","53","19","99","29","1.31","8.71","2.58","4.65","0.8","13050"
"Brian Flynn","Royals","1","1","0","2","4.53","0","20","20.0","21","10","3","16","8","1.45","6.92","3.74","4.65","-0.1","12027"
"Tyler Bashlor","Mets","1","1","0","0","4.53","0","14","14.0","12","7","2","15","7","1.46","9.63","4.91","4.65","0.0","15203"
"Hector Velazquez","Red Sox","3","3","0","3","4.61","7","33","65.0","70","33","9","49","23","1.43","6.78","3.12","4.65","0.3","19341"
"Tanner Anderson","Athletics","0","0","0","0","4.52","0","7","7.0","7","3","1","4","3","1.47","5.85","3.48","4.66","0.0","18029"
"Bobby Poyner","Red Sox","0","0","0","0","4.61","0","7","7.0","7","3","1","6","2","1.36","7.87","3.01","4.66","0.0","17987"
"James Pazos","Rockies","0","0","0","1","4.66","0","7","7.0","7","4","1","6","3","1.48","8.18","4.22","4.66","0.0","13323"
"Mike Wright Jr.","Mariners","0","0","0","0","4.66","0","3","3.0","3","2","1","3","1","1.39","7.98","3.22","4.66","0.0","12586"
"Genesis Cabrera","Cardinals","0","0","0","1","4.41","0","7","7.0","6","3","1","7","3","1.40","8.98","4.31","4.66","0.0","sa828534"
"Jon Edwards","Indians","1","1","0","2","4.66","0","20","20.0","19","11","3","23","11","1.46","10.17","4.95","4.67","0.0","1483"
"Joey Krehbiel","Diamondbacks","0","0","0","1","4.66","0","3","3.0","3","2","0","3","2","1.49","9.36","5.06","4.67","0.0","13707"
"Dan Altavilla","Mariners","0","0","0","0","4.51","0","7","7.0","6","3","1","7","4","1.46","9.41","4.98","4.67","0.0","16507"
"Pedro Avila","Padres","1","1","0","0","4.66","2","4","15.0","15","8","2","13","7","1.48","8.19","4.36","4.67","0.1","18864"
"Daniel Mengden","Athletics","2","2","0","0","4.65","6","6","37.0","39","19","5","27","13","1.39","6.61","3.05","4.67","0.3","16980"
"Casey Sadler","Rays","1","1","0","0","4.62","0","21","21.0","22","11","3","16","7","1.39","7.08","2.95","4.68","0.0","11209"
"Chasen Bradford","Mariners","1","1","0","0","4.59","0","17","17.0","18","8","2","11","5","1.39","6.17","2.56","4.68","0.0","12452"
"Sean Manaea","Athletics","1","2","0","0","4.65","4","4","25.0","26","13","4","19","7","1.36","6.74","2.68","4.68","0.2","15873"
"Adrian Houser","Brewers","1","2","0","0","4.77","2","25","36.0","38","19","5","31","13","1.44","7.80","3.37","4.68","0.1","12718"
"Daniel Norris","Tigers","5","7","0","0","4.83","19","19","108.0","115","58","16","92","42","1.45","7.68","3.51","4.69","0.9","13475"
"Jorge De La Rosa","","0","0","0","1","4.77","0","3","3.0","4","2","0","3","2","1.47","8.17","4.00","4.69","0.0","2047"
"Erasmo Ramirez","Red Sox","0","0","0","0","4.67","0","3","3.0","4","2","1","2","1","1.32","6.64","2.20","4.69","0.0","10314"
"Shane Carle","Braves","0","0","0","1","4.61","0","7","7.0","7","3","1","5","3","1.48","6.89","3.84","4.70","0.0","15258"
"Daniel Ponce de Leon","Cardinals","1","1","0","0","4.57","3","3","19.0","18","10","2","18","10","1.47","8.48","4.63","4.70","0.1","16110"
"Matthew Festa","Mariners","1","1","0","0","4.63","0","17","17.0","17","8","3","16","6","1.38","8.51","3.40","4.71","0.0","19330"
"Daniel Hudson","Blue Jays","2","3","0","8","4.80","0","37","37.0","37","20","6","36","17","1.47","8.82","4.22","4.71","-0.1","7146"
"Antonio Senzatela","Rockies","7","8","0","0","4.92","20","20","115.0","124","63","17","91","42","1.45","7.15","3.31","4.71","1.0","15488"
"Nick Margevicius","Padres","2","2","0","0","4.63","5","5","32.0","33","16","5","25","9","1.34","7.10","2.66","4.72","0.1","20395"
"Chris Flexen","Mets","0","1","0","0","4.68","1","1","6.0","7","3","1","6","3","1.45","7.76","3.86","4.72","0.0","13896"
"AJ Ramos","","1","1","0","0","4.63","0","20","20.0","19","10","3","21","10","1.45","9.27","4.66","4.72","0.0","8350"
"Dylan Cease","White Sox","3","4","0","0","4.61","11","11","63.0","58","32","9","65","35","1.47","9.31","4.96","4.72","0.5","sa829000"
"Steven Brault","Pirates","2","3","0","6","4.64","3","34","51.0","51","26","6","46","27","1.53","8.13","4.78","4.73","0.0","15291"
"Wily Peralta","Royals","2","2","1","11","4.86","0","37","37.0","40","20","5","31","18","1.55","7.41","4.30","4.73","-0.2","7738"
"Robby Scott","Diamondbacks","1","1","0","1","4.55","0","17","17.0","16","8","3","17","8","1.42","9.12","4.45","4.73","0.0","13042"
"Glenn Sparkman","Royals","3","4","0","0","4.85","9","22","65.0","74","35","10","42","17","1.40","5.79","2.35","4.73","0.2","15200"
"Cody Anderson","Indians","2","2","0","0","4.78","4","8","29.0","31","15","5","23","10","1.41","7.22","3.06","4.74","0.2","12799"
"Nick Goody","Indians","0","0","0","0","4.62","0","7","7.0","6","3","1","7","3","1.34","9.60","3.85","4.74","0.0","13685"
"Enyel De Los Santos","Phillies","1","2","0","1","4.67","2","21","31.0","31","16","5","30","13","1.39","8.53","3.59","4.74","0.1","18403"
"Zack Littell","Twins","0","0","0","0","4.82","1","1","6.0","7","3","1","5","2","1.46","7.14","3.51","4.75","0.0","15823"
"Gerardo Reyes","Padres","1","1","0","0","4.66","0","17","17.0","15","9","2","18","11","1.58","9.37","5.99","4.75","0.0","16306"
"Cal Quantrill","Padres","3","4","0","0","4.78","11","11","62.0","67","33","9","48","23","1.45","7.01","3.33","4.76","0.2","19312"
"Clayton Richard","Blue Jays","5","7","0","0","4.86","17","17","102.0","117","55","14","68","36","1.50","6.01","3.17","4.76","0.7","3551"
"Jesus Reyes","Reds","0","0","0","0","4.58","0","7","7.0","7","3","1","6","4","1.54","7.62","4.83","4.76","0.0","19277"
"Rogelio Armenteros","Astros","1","1","0","0","4.70","3","3","18.0","17","10","3","18","8","1.38","9.00","3.89","4.77","0.1","sa877310"
"Lucas Sims","Reds","1","1","0","0","4.62","2","2","12.0","11","6","2","14","6","1.39","10.00","4.48","4.77","0.1","13470"
"Chih-Wei Hu","Indians","0","0","0","0","4.64","0","3","3.0","3","2","1","3","1","1.31","7.87","2.72","4.77","0.0","16419"
"Wei-Chung Wang","Athletics","1","1","0","0","4.61","0","20","20.0","21","10","3","16","7","1.38","7.05","3.13","4.77","0.0","14382"
"Oscar De La Cruz","Cubs","0","0","0","1","4.66","0","3","3.0","3","2","1","3","1","1.37","8.71","3.79","4.78","0.0","sa737037"
"Felix Pena","Angels","4","4","0","0","4.79","13","13","77.0","79","41","13","69","28","1.39","8.14","3.29","4.78","0.4","13403"
"Zac Houston","Tigers","0","0","0","0","4.63","0","3","3.0","3","2","0","4","2","1.51","9.62","5.44","4.78","0.0","sa874155"
"Kyle Freeland","Rockies","7","8","0","0","4.93","21","21","121.0","132","67","19","100","46","1.46","7.43","3.39","4.79","1.0","16256"
"Jimmy Herget","Reds","0","1","0","0","4.65","0","10","10.0","9","5","2","11","5","1.42","9.84","4.71","4.79","0.0","sa658965"
"Brian Johnson","Red Sox","0","1","0","0","4.83","0","10","10.0","11","5","2","9","4","1.43","7.80","3.45","4.80","0.0","14272"
"Jerad Eickhoff","Phillies","5","7","0","0","4.86","17","17","97.0","101","52","17","89","34","1.39","8.26","3.12","4.80","0.5","12664"
"Tanner Rainey","Nationals","1","2","0","4","4.69","0","24","24.0","20","12","3","30","18","1.59","11.49","6.88","4.80","-0.1","17610"
"Brady Rodgers","Astros","2","2","0","0","4.76","3","20","35.0","39","19","6","26","10","1.38","6.56","2.55","4.81","0.1","13393"
"Brock Stewart","Dodgers","1","1","0","1","4.74","2","12","23.0","23","12","4","20","8","1.39","7.87","3.26","4.82","0.0","16727"
"Joe Harvey","Yankees","1","1","0","0","4.72","0","20","20.0","19","11","3","21","10","1.46","9.25","4.64","4.82","0.0","16459"
"Felix Hernandez","Mariners","3","4","0","0","4.78","10","13","58.0","61","31","9","47","20","1.38","7.35","3.05","4.82","0.3","4772"
"Chase Anderson","Brewers","4","5","0","0","4.55","11","27","79.0","79","40","14","73","28","1.35","8.27","3.19","4.82","0.3","6895"
"Tommy Milone","Mariners","1","1","0","0","4.89","2","2","12.0","13","7","2","10","3","1.33","7.63","2.22","4.83","0.1","7608"
"Clay Buchholz","Blue Jays","3","3","0","0","4.88","10","10","56.0","61","30","9","40","17","1.39","6.37","2.75","4.83","0.3","3543"
"Branden Kline","Orioles","2","3","0","7","4.82","0","37","37.0","38","20","6","33","15","1.44","8.04","3.66","4.83","-0.1","14101"
"Trevor Cahill","Angels","6","8","0","0","4.70","19","19","107.0","108","56","17","93","44","1.42","7.81","3.68","4.84","0.5","6249"
"Corbin Martin","Astros","4","4","0","0","4.80","11","11","61.0","63","33","10","53","24","1.42","7.82","3.49","4.84","0.4","19884"
"Sandy Alcantara","Marlins","4","7","0","0","4.74","17","17","97.0","100","51","12","74","48","1.53","6.83","4.47","4.84","0.3","18684"
"Justin Lawrence","Rockies","0","0","0","1","4.89","0","3","3.0","4","2","0","3","2","1.61","7.87","5.15","4.84","0.0","sa875567"
"Evan Phillips","Orioles","1","1","0","0","4.84","0","17","17.0","16","9","2","18","10","1.52","9.82","5.32","4.84","0.0","17734"
"Jose De Leon","Rays","2","2","0","0","4.79","6","6","32.0","31","17","6","31","13","1.38","8.80","3.78","4.84","0.1","15463"
"Jacob Waguespack","Blue Jays","0","1","0","0","4.86","1","4","10.0","10","5","1","8","4","1.46","7.76","3.95","4.84","0.0","sa659056"
"Addison Reed","","2","2","1","0","4.87","0","40","40.0","42","22","7","34","12","1.36","7.65","2.80","4.85","-0.1","10586"
"Lucas Giolito","White Sox","6","9","0","0","4.82","20","20","115.0","112","62","16","102","55","1.45","7.98","4.28","4.85","0.8","15474"
"JC Ramirez","Angels","1","1","0","0","4.76","2","9","20.0","21","10","3","15","7","1.43","6.77","3.44","4.85","0.0","8302"
"Chandler Shepherd","Orioles","0","0","0","0","4.74","0","3","3.0","3","2","1","3","1","1.36","7.70","2.99","4.85","0.0","sa602595"
"Tyler Anderson","Rockies","1","1","0","0","5.02","3","3","19.0","20","11","4","18","7","1.40","8.31","3.17","4.85","0.1","12880"
"Neil Ramirez","Indians","0","1","0","0","5.00","0","10","10.0","9","6","2","12","5","1.39","10.74","4.21","4.86","0.0","7677"
"Hector Santiago","Mets","1","2","0","3","4.55","0","27","27.0","25","14","4","28","14","1.42","9.12","4.56","4.86","-0.1","4026"
"Mike Fiers","Athletics","7","8","0","0","4.76","22","22","125.0","130","66","22","102","39","1.35","7.36","2.78","4.87","0.7","7754"
"Tim Collins","Cubs","0","0","0","1","4.86","0","7","7.0","7","4","1","6","4","1.57","8.52","5.36","4.87","0.0","3164"
"Dillon Peters","Angels","0","0","0","0","4.78","1","1","6.0","7","3","1","4","2","1.46","6.32","3.29","4.87","0.0","18790"
"Thyago Vieira","White Sox","0","0","0","0","4.88","0","7","7.0","6","4","1","7","4","1.53","8.78","5.18","4.88","0.0","14510"
"Elieser Hernandez","Marlins","1","2","0","0","4.74","6","6","31.0","30","16","5","28","13","1.39","8.32","3.85","4.88","0.1","16933"
"Nestor Cortes","Yankees","1","1","0","0","4.80","0","14","14.0","14","7","2","12","5","1.40","8.23","3.50","4.88","0.0","17874"
"David Hale","Yankees","0","1","0","0","4.91","0","10","10.0","11","6","2","7","3","1.40","6.51","2.53","4.88","0.0","9756"
"Jhoulys Chacin","Brewers","7","8","0","0","4.80","21","21","118.0","121","63","18","97","48","1.43","7.41","3.67","4.88","0.6","2608"
"Luke Farrell","Rangers","0","0","0","1","4.77","0","3","3.0","3","2","1","4","2","1.41","9.34","4.35","4.88","0.0","15101"
"Josh A. Smith","Red Sox","1","1","0","0","4.99","2","2","12.0","13","7","2","10","4","1.39","7.67","3.15","4.89","0.0","10946"
"Kolby Allard","Braves","0","0","0","0","4.81","1","1","6.0","6","3","1","5","2","1.42","7.10","3.29","4.89","0.0","18694"
"Julio Teheran","Braves","6","7","0","0","4.72","21","21","120.0","116","63","20","111","52","1.40","8.28","3.89","4.89","0.3","6797"
"Jake Newberry","Royals","1","1","0","0","4.85","0","17","17.0","18","9","3","14","7","1.47","7.23","3.81","4.89","0.0","15136"
"Jeff Hoffman","Rockies","4","5","0","0","5.19","13","13","76.0","81","44","12","66","34","1.51","7.90","3.99","4.89","0.5","17432"
"Tyler Thornburg","Red Sox","1","2","0","4","4.89","0","30","30.0","29","16","5","30","14","1.44","8.80","4.20","4.89","0.0","10688"
"Justus Sheffield","Mariners","3","3","0","0","4.79","9","9","49.0","49","26","6","42","27","1.55","7.71","4.93","4.90","0.3","17285"
"Dylan Bundy","Orioles","6","9","0","0","4.94","21","21","120.0","121","66","24","118","41","1.35","8.82","3.05","4.90","0.9","12917"
"Melvin Adon","Giants","0","0","0","0","4.71","1","1","6.0","6","3","1","5","4","1.57","6.96","5.04","4.90","0.0","sa873314"
"Eric Skoglund","Royals","2","2","0","0","4.86","6","6","32.0","34","17","5","24","11","1.39","6.83","2.98","4.90","0.1","16155"
"Jake Faria","Rays","2","2","0","0","4.84","6","6","32.0","32","17","5","30","15","1.45","8.30","4.25","4.91","0.1","13699"
"Ranger Suarez","Phillies","0","0","0","0","4.73","1","1","6.0","6","3","1","5","2","1.44","7.10","3.50","4.91","0.0","17277"
"Taylor Clarke","Diamondbacks","3","4","0","0","4.98","9","9","50.0","54","28","8","41","18","1.42","7.25","3.18","4.92","0.2","17611"
"CC Sabathia","Yankees","5","6","0","0","4.78","16","16","96.0","101","51","16","81","35","1.42","7.60","3.27","4.92","0.8","404"
"Jacob Nix","Padres","0","0","0","0","4.91","1","1","6.0","7","3","1","4","2","1.39","6.42","2.67","4.92","0.0","17775"
"Alec Mills","Cubs","0","0","0","0","4.83","1","1","6.0","6","3","1","5","3","1.42","7.46","3.70","4.92","0.0","13834"
"Jake Barrett","Yankees","1","1","0","0","4.82","0","14","14.0","13","7","2","14","7","1.48","9.50","4.79","4.92","0.0","13322"
"Ryan Burr","White Sox","1","2","0","6","4.84","0","34","34.0","33","18","5","33","20","1.57","8.68","5.42","4.93","-0.1","17536"
"Jharel Cotton","Athletics","1","2","0","0","4.84","4","4","24.0","24","13","4","21","9","1.37","7.85","3.37","4.93","0.1","13654"
"Nick Kingham","Pirates","3","4","0","0","5.01","9","9","52.0","56","29","9","42","18","1.44","7.30","3.17","4.93","0.2","11694"
"Josh D. Smith","Indians","1","1","0","0","4.88","0","14","14.0","13","7","2","13","7","1.52","8.38","4.76","4.93","0.0","13629"
"Sean Reid-Foley","Blue Jays","1","2","0","0","5.02","3","3","19.0","19","11","3","19","10","1.50","8.78","4.51","4.93","0.1","17034"
"Jaime Barria","Angels","2","2","0","0","4.78","6","6","32.0","34","17","5","24","10","1.38","6.68","2.93","4.94","0.2","18356"
"Darwinzon Hernandez","Red Sox","1","2","0","0","4.90","1","21","27.0","25","14","3","27","19","1.64","9.28","6.40","4.94","0.0","19848"
"Jairo Diaz","Rockies","1","1","0","1","5.23","0","21","21.0","21","12","3","19","12","1.62","8.38","5.44","4.94","0.0","12774"
"Erik Swanson","Mariners","3","4","0","0","5.05","10","10","54.0","57","31","11","49","17","1.35","8.04","2.75","4.95","0.3","16587"
"Ryan Borucki","Blue Jays","2","3","0","0","4.97","8","8","44.0","47","24","7","33","17","1.46","6.79","3.47","4.95","0.2","16350"
"Emilio Vargas","Diamondbacks","0","0","0","0","4.98","1","1","6.0","6","3","1","6","3","1.43","8.05","3.84","4.96","0.0","sa736761"
"Victor Alcantara","Tigers","2","2","0","8","4.95","0","38","38.0","41","21","5","27","17","1.53","6.47","4.03","4.96","-0.1","15028"
"Chad Bettis","Rockies","3","4","0","1","5.24","8","25","62.0","71","36","10","44","22","1.51","6.31","3.25","4.96","0.2","10587"
"Alex Cobb","Orioles","3","5","0","0","5.02","11","11","60.0","69","34","11","42","16","1.41","6.23","2.45","4.96","0.4","6562"
"Miguel Castro","Orioles","2","2","1","10","4.86","0","44","44.0","44","24","6","34","22","1.52","6.94","4.52","4.97","-0.2","15684"
"Jason Vargas","Mets","5","8","0","0","4.92","16","16","96.0","101","52","17","82","33","1.40","7.70","3.12","4.97","0.3","8044"
"Tyler Chatwood","Cubs","3","4","0","4","4.83","7","34","66.0","63","35","7","58","44","1.62","7.88","5.93","4.97","0.0","4338"
"Paul Blackburn","Athletics","1","1","0","0","4.97","3","3","18.0","20","10","3","11","6","1.47","5.62","3.07","4.97","0.1","14739"
"Ariel Jurado","Rangers","3","4","0","2","5.21","7","31","63.0","76","37","10","34","17","1.48","4.90","2.47","4.97","0.2","17030"
