All Pitchers Year to Date MLB True Talent Categories,,,,,,,,,,,,,,,,,
Avail,Player,INN,GS,BFP,PC,W,S,K,BB,H,HR,ER,ERA,WHIP,Kd9,BBd9,Rank
W ,James Norwood RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brusdar Graterol SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jerry Keel RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Chafin RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,P.J. Conlon SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carlos Hernandez SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Jay RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tony Cingrani RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Guillermo Moscoso RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Soriano SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,T.J. Zeuch SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adonis Medina SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hector Mendoza RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin House P | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Milroy P | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Gowdy SP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dominic DeMasi RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Rosenthal RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Geoff Broussard P | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matthew Festa RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jumbo Diaz RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Kelly RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zac Curtis RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Ortiz SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Coonrod SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cale Coshow RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Rogers P | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Dimock RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shae Simmons RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Max Scherzer SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Rogers SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeff Ibarra RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mitch Lambson RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Norge Ruiz SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kirby Bellow RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Wright RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Will Harris RP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonny Venters RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anthony Misiewicz RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Erik Swanson SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blaine Hardy RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jefry Rodriguez SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tommy Nance RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Luis Severino SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Ellis SP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Naile RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Balazovic SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Springer International,Sean Newcomb SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eric Jokisch RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Julio Urias RP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Robby Rowland RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yacksel Rios RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Gerrit Cole SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ricardo Rodriguez RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Margevicius SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zech Lemond P | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Dunn RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adrian Sampson SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Conner Menez SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Kenley Jansen RP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tanner Houck SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Cloyd RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Eppler RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Marcus Mack RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Jester RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Oaks SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Nix RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ofelky Peralta SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shawn Tolleson RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Nikorak SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Carpenter SP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Taijuan Walker SP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dillon McNamara RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Castellani SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Noah Syndergaard SP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tim Shibuya RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
12oz Darlings,Tyler Skaggs SP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Frank Del Valle RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Stephan SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Rob Whalen RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Greg Williams RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Mercado SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Faulkner RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Moore SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Rafael Cova SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dane Myers RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Paul Fry RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nolan Watson SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Zagurski RP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Lee RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Alex Wood SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Wagner RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Means RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jorgan Cavanerio RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hector Perez SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nate Pearson SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Edwin Diaz RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Vidal Nuno RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Kinley RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Rusin RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Scott Gracey RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tony Gonsolin SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Braxton Ashcraft SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jerry Vasto RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Stephen Strasburg SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Staumont RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Patrick Johnson RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Jameson Taillon SP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Janser Lara RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Art Warren RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Kinman P | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Hansen P | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mat Latos SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dario Alvarez RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Danny Coulombe RP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Young RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Santos P | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jandel Gustave RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Rookie Davis SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Barrett Astin RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Grant Zawadzki P | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Erick Fedde SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Allen Webster RP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Lopez SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chaz Roe RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Kennedy SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,RJ Hively RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Megill RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,CC Lee RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ricardo Pinto RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Baumann SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Hatcher RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carlos Estevez RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Paul Blackburn SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Petricka RP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gabriel Alfaro SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Pugliese RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Green SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daniel Brown RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Schwaab RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryan Abreu P | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gabriel Moya RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Dallas Keuchel SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Elvis Luciano P | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Colin Kleven SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Tinoco SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Ginkel RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nolan Becker RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Gant SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sixto Sanchez SP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adrian Salcedo RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Felix Jorge SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hunter Cervenka RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shawn Haviland RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Oliver Drake RP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Hamilton RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Rodriguez SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Miguel Pena P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Ziomek SP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dan Straily SP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Stephen Fife SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Merandy Gonzalez RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam McCreery RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Bus 3,Tanner Roark SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Glenn Sparkman RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brendan McCurry RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Lucas RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Lane RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Walker RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Julio Teheran SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Hoyt RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Deivi Garcia SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Waldron RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Miguel Rosario RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Howard RP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jhoan Duran SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dillon Peters SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Sherriff RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pedro Rodriguez P | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Rafael De Paula SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Deck McGuire RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonah Wesely P | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,A.J. Minter RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josiah Gray SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Mujica SP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,J.B. Bukauskas SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Ledbetter RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,T.J. McFarland RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Clark SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chad Bettis SP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David McKay RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Koch RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Evan Miller RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Moran RP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan Minaya RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ben Meyer RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Kolarek RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shawn Kelley RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Seth Elledge RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Warwick Saupold RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Katz RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daniel Hudson RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hans Crouse SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Kevin Gausman SP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Jackson RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Dorris RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Bibens-Dirkx SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bret Helton RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Evan Mitchell P | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jarret Martin SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brett Graves RP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sean Reid-Foley SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Estarlin Arias RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Harvey RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Jose Berrios SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Ponce SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jaime Barria SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joey DeNato RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Paddack SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Walker Buehler SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Derian Gonzalez RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Domingo German SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mario Meza RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Biagini RP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Lorenzen RP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alec Mills RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Preston Gainey RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cesar Vargas SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tony Santillan SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dinelson Lamet SP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mark Montgomery RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Marcus Walden RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Will Roberts SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake McGee RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Stoffel RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Schreiber RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Horstman RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Kohler SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Johnson SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Union State Connectors,Mike Fiers SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Lawrence P | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Pill RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Chatwood SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Stephen Kohlscheen RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Miles Mikolas SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jimmy Herget RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Connor Walsh RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eric Pardinho SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,David Robertson RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sean Gilmartin RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Evans RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Keller RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Javier Assad SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Taylor Cole RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Bowman RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gregory Soto SP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Durbin Feltman RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Miller RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Martinez SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mitch Brown SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Flexen RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kurt Spomer P | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Rucker SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Lange SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Paul Sewald RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Kenta Maeda SP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeff Ferrell RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Hancock RP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carter Stewart SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Sborz SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Evan Marshall RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tim Dillard RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Antonio Senzatela SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
